-0.114261344	0.040166333	0.11625533	0.034951776	-0.11620653	-0.09835492	0.007137354	0.11342869	0.13833864	0.23502693	0.14224394	-0.14935407	0.10334382	-0.12818882	0.10101402	-0.19141553
0.40971175	-0.351195	-0.34603348	-0.36024433	-0.42373025	0.42372963	-0.46192783	-0.32131633	-0.36088258	0.40850776	-0.39547896	0.39774305	-0.38532096	0.39054993	0.42423144	-0.4149421
0.16378607	-0.09664459	-0.07209618	-0.14610223	-0.0940263	0.12125673	-0.16104384	-0.0619111	-0.122956894	0.11094015	-0.11013987	0.119959734	-0.10558444	0.14566307	0.10157438	-0.13369247
-0.23219974	0.19721036	0.22252223	0.1530942	0.0021975276	-0.21306919	0.17314178	0.20115875	0.19352837	0.053359605	0.24483964	-0.24486272	0.22670184	-0.23885101	-0.05041753	-0.03258796
0.048538275	-0.026394617	0.072006375	-0.02986587	-0.29380742	-0.0099148825	-0.10091903	0.03756092	0.08346022	0.31211913	0.07575728	-0.06663295	0.06314223	-0.052908562	0.10519834	-0.26532996
0.1199041	-0.074599646	-0.1194946	-0.123849206	-0.06768738	0.027979812	-0.12183858	-0.05222785	-0.11881885	0.115894005	-0.13477884	0.15963171	-0.15490432	0.08381784	0.08945826	-0.13956222
0.88572925	-0.793986	-0.8416195	-0.85150546	-0.7263931	0.8561953	-0.9120466	-0.7925706	-0.7827059	0.7445627	-0.85825276	0.91217196	-0.8690621	0.88435924	0.7438302	-0.7027247
-0.24373776	0.21611527	0.27867204	0.11187832	-0.11462675	-0.18504025	0.13417684	0.28557482	0.34689003	0.09502811	0.3492478	-0.29317373	0.30648702	-0.3209706	-0.0064081317	-0.09961721
0.23307881	-0.21087484	-0.22994654	-0.24950932	-0.16649483	0.2858214	-0.22147337	-0.27481538	-0.17216814	0.24580494	-0.17956688	0.19582069	-0.22806269	0.24240775	0.2383103	-0.23858222
0.12025508	-0.097998835	-0.11178897	-0.09738176	-0.11344989	0.09365619	-0.09510064	-0.090111844	-0.12269164	0.12478965	-0.13325702	0.12662706	-0.088147186	0.1301166	0.1391789	-0.14524056
0.48748446	-0.41975224	-0.45067555	-0.37924588	-0.37479863	0.4448052	-0.41191575	-0.4430648	-0.46717978	0.32908994	-0.4324579	0.45964026	-0.4759065	0.46841955	0.455533	-0.36146438
1.0108068	-0.92469144	-0.9237239	-0.93293786	-0.77477527	1.0426158	-0.9742637	-0.9461069	-0.92361975	0.868266	-0.99352896	0.9700484	-0.95100176	1.0250231	0.7639913	-0.723108
-0.831603	0.7406124	0.7726826	0.7478747	0.44572988	-0.7949523	0.82304114	0.79755384	0.8652693	-0.4723326	0.9115734	-0.86653215	0.86274207	-0.82225275	-0.6247645	0.3566718
-0.3247036	0.36039904	0.40113267	0.30632254	0.2540144	-0.33143216	0.37593457	0.30485177	0.40707943	-0.24262622	0.35249248	-0.36912388	0.39781067	-0.3325067	-0.34227008	0.22461788
0.07803145	-0.12529664	-0.0958945	-0.12130149	-0.082558356	0.04716675	-0.12915309	-0.041342597	-0.10428125	0.070652574	-0.08974868	0.12955588	-0.13712728	0.053830273	0.10957274	-0.07359606
0.015370215	-0.03658924	0.004427641	-0.07843307	-0.094797984	-0.022996064	-0.02600116	0.00261214	-0.018915035	0.066869065	0.035060998	0.05110544	-0.05187617	-0.017381623	0.10003836	-0.13287883
0.28914905	-0.175518	-0.22623672	-0.20386925	-0.2535709	0.21767128	-0.2325542	-0.2478402	-0.15648353	0.23015209	-0.1982811	0.20431474	-0.27936745	0.23276488	0.19810864	-0.23376015
0.92483044	-0.8776343	-0.8911724	-0.88359404	-0.7815519	0.8664652	-0.90422183	-0.8953865	-0.8739842	0.74386066	-1.0159028	0.9227543	-0.9312777	0.90669024	0.803817	-0.68446684
-0.33927456	0.29248187	0.2561594	0.24113332	0.31200132	-0.34229913	0.30395383	0.294292	0.26950687	-0.29040253	0.29362535	-0.24160303	0.26011178	-0.23156744	-0.23057278	0.22516814
0.6274476	-0.5720102	-0.5781523	-0.5671744	-0.5415926	0.6618567	-0.63760346	-0.5565085	-0.5819484	0.5605598	-0.6303299	0.64817154	-0.61819226	0.6472123	0.5932133	-0.5501834
-0.4183418	0.43303376	0.44357786	0.36359066	0.26588973	-0.448726	0.46180245	0.3832431	0.43544528	-0.18719715	0.5003427	-0.44039968	0.4296594	-0.44701642	-0.3419719	0.16575001
0.6816142	-0.60344523	-0.5743851	-0.6479812	-0.52464426	0.57613504	-0.7334477	-0.6066048	-0.57063705	0.56991833	-0.63839674	0.7271459	-0.71765697	0.6487037	0.66124344	-0.59572273
0.3648258	-0.2941935	-0.27077103	-0.32041076	-0.30943194	0.3293175	-0.36691323	-0.37459758	-0.34842882	0.26235753	-0.35397586	0.34362096	-0.32031608	0.3477327	0.27269426	-0.26898167
0.790284	-0.7501087	-0.7476252	-0.728877	-0.60568506	0.7647876	-0.79160124	-0.700579	-0.77481514	0.7053312	-0.8604492	0.7756651	-0.80721563	0.7486696	0.7261894	-0.57577276
-0.9206054	0.78753674	0.8824931	0.77878433	0.53111744	-0.8557002	0.86147743	0.86120284	0.92058045	-0.48986974	0.96985614	-0.9620182	0.9182377	-0.87638336	-0.5988379	0.37694824
0.6909577	-0.61046016	-0.67669684	-0.64174426	-0.54138917	0.59276265	-0.71289265	-0.5799278	-0.6574999	0.53003055	-0.71993	0.7519431	-0.6603618	0.7435221	0.5759804	-0.51979184
0.9308556	-0.8176297	-0.79057497	-0.77585965	-0.66901124	0.8766666	-0.97689664	-0.7913367	-0.81836843	0.6882039	-0.9598878	0.9373015	-0.9490036	0.90508187	0.7740878	-0.6278211
-0.5417536	0.4744447	0.52806485	0.38762358	0.23814376	-0.40593696	0.46417162	0.43949205	0.46859327	-0.2645907	0.48618665	-0.51192385	0.45749155	-0.5604696	-0.31814206	0.28393328
-0.6163846	0.5036525	0.50534856	0.478325	0.23324956	-0.55680156	0.58577776	0.58363277	0.6229603	-0.28623196	0.63690627	-0.6620451	0.54467016	-0.5917797	-0.41551045	0.21955912
0.61610943	-0.614903	-0.62393135	-0.62567383	-0.4121803	0.5868141	-0.6294704	-0.56069326	-0.63909286	0.4423462	-0.6600137	0.6376052	-0.64894134	0.6422604	0.5518736	-0.40779874
0.06018705	-0.0074359626	-0.077633806	-0.0032478876	-0.009787658	-0.02029923	0.0027385934	0.046959322	-0.049133208	-0.030705431	-0.06075562	0.049569964	-0.024784032	0.08993839	0.028793968	0.0052453084
0.254095	-0.22350273	-0.21748026	-0.17995381	-0.258009	0.22407742	-0.2120663	-0.1629072	-0.24095203	0.2012412	-0.1841814	0.25201088	-0.24739964	0.18140149	0.21305548	-0.21899626
-0.6857667	0.5755257	0.6640128	0.62071073	0.4240807	-0.6041195	0.6929289	0.592097	0.6396247	-0.43207473	0.7763997	-0.7147772	0.6313817	-0.7390183	-0.4595762	0.33505955
